first_operand,operator,second_operand,answer
3497,-,6122,-2625
7455,-,2146,5309
3630,-,7522,-3892
2724,*,9528,25954272
7515,*,3578,26888670
543,-,8273,-7730
4183,+,4225,8408
4867,*,9168,44620656
4681,-,8074,-3393
5930,+,7111,13041
9189,-,5839,3350
2760,+,4934,7694
7910,-,1510,6400
420,*,6481,2722020
2303,*,6539,15059317
403,+,5288,5691
7134,+,8567,15701
9023,+,296,9319
4272,-,9061,-4789
9852,*,7255,71476260
2487,+,566,3053
8807,-,6154,2653
4416,-,9056,-4640
4247,-,753,3494
9453,*,7887,74555811
9971,*,771,7687641
4417,-,7266,-2849
8594,-,8529,65
3523,-,7474,-3951
7807,-,4475,3332
666,*,2156,1435896
8682,-,6025,2657
3871,*,7691,29771861
9470,+,4580,14050
4401,-,9703,-5302
4187,-,8766,-4579
332,+,6569,6901
8368,-,6975,1393
4222,-,3110,1112
5009,+,7515,12524
6793,*,8135,55261055
4441,*,1568,6963488
8282,-,7082,1200
4179,+,5240,9419
3450,*,8664,29890800
6795,-,3917,2878
1661,*,8264,13726504
5742,+,4229,9971
693,-,8226,-7533
3105,*,1160,3601800
7614,-,6740,874
1417,-,6741,-5324
5575,+,6084,11659
9783,-,5876,3907
5311,-,4148,1163
4154,-,7761,-3607
292,+,8165,8457
1271,+,5419,6690
666,+,9816,10482
8021,*,449,3601429
121,+,7159,7280
2603,-,3347,-744
1748,-,7135,-5387
9099,*,2998,27278802
7362,-,7867,-505
2042,-,3988,-1946
6897,+,1515,8412
2614,-,5865,-3251
8531,-,556,7975
3585,*,3259,11683515
4766,-,7551,-2785
3177,*,2181,6929037
3815,*,5202,19845630
367,+,571,938
1270,-,3397,-2127
9926,+,2896,12822
329,+,7058,7387
3731,-,6242,-2511
7230,*,5730,41427900
9349,+,2588,11937
8489,-,9473,-984
4581,-,3773,808
9620,*,7693,74006660
8064,*,3054,24627456
714,*,7349,5247186
3396,+,7461,10857
7856,-,4565,3291
4754,*,8990,42738460
366,*,660,241560
8662,-,8637,25
62,*,5655,350610
451,-,3235,-2784
4869,*,8438,41084622
8677,+,176,8853
5766,*,4311,24857226
8913,*,925,8244525
2366,*,4878,11541348
3973,-,5473,-1500
3141,*,5291,16619031
763,-,5498,-4735
3873,-,4660,-787
7832,-,3387,4445
3998,-,3920,78
9387,+,2163,11550
2616,-,7778,-5162
3151,+,6362,9513
7409,-,5574,1835
7665,*,1883,14433195
6437,*,4933,31753721
6477,+,4708,11185
3173,+,4882,8055
9857,+,1140,10997
3477,-,6601,-3124
5303,-,4426,877
8443,+,8621,17064
3681,+,9493,13174
6692,+,7748,14440
4527,-,5375,-848
2858,+,1398,4256
7677,+,5144,12821
8889,-,4502,4387
424,-,3368,-2944
7428,-,1884,5544
9356,*,486,4547016
1557,-,6759,-5202
3108,-,6920,-3812
767,*,5015,3846505
1125,-,8125,-7000
7638,*,1195,9127410
7102,-,2210,4892
7357,+,4723,12080
8347,+,1269,9616
1699,*,1388,2358212
6844,-,1072,5772
3922,-,3939,-17
9289,+,9831,19120
3559,+,4122,7681
7146,-,7400,-254
8988,+,4484,13472
4947,+,8912,13859
1151,-,920,231
3762,-,1441,2321
9819,-,7987,1832
6125,+,3646,9771
7113,+,3433,10546
8364,*,5068,42388752
7610,+,1157,8767
7589,-,3538,4051
8625,-,2171,6454
7982,+,8376,16358
1684,*,7227,12170268
5912,+,1460,7372
2227,*,697,1552219
3276,+,7603,10879
9300,-,547,8753
5986,*,6931,41488966
346,-,1063,-717
2935,-,9621,-6686
4840,-,9981,-5141
3205,*,6269,20092145
9901,-,364,9537
1893,+,1920,3813
545,*,6325,3447125
707,+,6848,7555
5621,*,8130,45698730
3107,*,5238,16274466
4701,*,7127,33504027
9802,-,2687,7115
2763,*,6740,18622620
8339,*,4432,36958448
6786,*,4249,28833714
3686,*,1054,3885044
2103,-,6822,-4719
3401,-,6501,-3100
7584,*,6796,51540864
7657,+,2909,10566
3980,+,542,4522
4139,-,7068,-2929
9541,+,8477,18018
6088,-,6287,-199
5008,*,6414,32121312
6493,-,8725,-2232
9683,*,4139,40077937
1207,+,7835,9042
206,*,6933,1428198
6048,+,138,6186
6355,-,6713,-358
5746,+,5194,10940
6438,+,2851,9289
1707,+,8021,9728
2893,*,4744,13724392
9900,-,656,9244
2382,*,7962,18965484
3720,+,8028,11748
2559,*,3453,8836227
9839,-,235,9604
8523,*,6289,53601147
8126,+,3129,11255
1646,-,8449,-6803
4696,*,4555,21390280
6661,+,8936,15597
9148,*,7352,67256096
7621,*,9315,70989615
2175,-,8947,-6772
7023,+,9447,16470
9407,*,1318,12398426
4399,*,3124,13742476
2188,-,9390,-7202
2194,*,2688,5897472
3871,-,584,3287
1365,+,1043,2408
5736,+,9043,14779
May-75,,,-2070
9558,+,7945,17503
3114,*,3032,9441648
9598,-,4358,5240
9233,*,8760,80881080
2827,+,1178,4005
2851,-,5159,-2308
7515,*,4230,31788450
2262,-,8337,-6075
2428,+,2407,4835
2053,+,952,3005
5148,-,6725,-1577
8415,+,3481,11896
4677,-,5807,-1130
8266,-,984,7282
340,-,5881,-5541
3887,-,1361,2526
4135,*,7435,30743725
8090,*,6147,49729230
4266,-,6931,-2665
1966,*,8780,17261480
8135,+,6990,15125
1278,*,8963,11454714
6665,*,403,2685995
3050,+,6708,9758
4656,+,2044,6700
4501,*,2341,10536841
5281,*,6878,36322718
8440,*,3404,28729760
3422,-,9777,-6355
3976,*,6212,24698912
9876,*,9173,90592548
5162,+,6891,12053
9077,-,8969,108
739,-,6745,-6006
8323,-,5753,2570
5296,*,8358,44263968
2602,*,6728,17506256
5414,*,9376,50761664
5582,+,6524,12106
5609,*,4240,23782160
5752,+,7926,13678
1567,-,9985,-8418
2449,*,3467,8490683
2037,+,1605,3642
6552,+,4262,10814
401,-,4019,-3618
6414,-,2414,4000
2465,+,3628,6093
2580,-,1420,1160
5813,+,3829,9642
1416,*,4118,5831088
9130,-,3242,5888
2870,-,747,2123
5105,-,2051,3054
3915,-,8117,-4202
3554,+,8255,11809
1079,-,1390,-311
2468,*,5418,13371624
6637,*,6747,44779839
6369,+,1383,7752
2187,+,2717,4904
9199,-,1236,7963
9280,-,2877,6403
1687,+,7500,9187
6028,+,8806,14834
2222,-,1799,423
8480,-,6873,1607
1311,*,9098,11927478
8199,+,632,8831
5688,+,8230,13918
5590,+,3474,9064
9495,+,7481,16976
2999,*,9160,27470840
8489,+,8109,16598
961,-,6130,-5169
1521,+,1761,3282
8286,*,7656,63437616
2303,-,1923,380
8454,-,6109,2345
822,-,3382,-2560
1814,*,2304,4179456
2409,+,2741,5150
8991,*,1801,16192791
3657,-,3247,410
3841,*,1149,4413309
4688,*,4047,18972336
1820,*,7839,14266980
9633,+,3701,13334
7526,+,5942,13468
6311,*,6689,42214279
6524,+,4679,11203
9480,*,9747,92401560
482,-,4720,-4238
5102,+,7868,12970
4906,*,5214,25579884
6693,-,9639,-2946
6669,+,7419,14088
2003,+,7366,9369
5606,-,1836,3770
9671,+,9899,19570
3884,+,185,4069
8580,*,8978,77031240
2703,+,6869,9572
3844,*,9601,36906244
3514,*,2203,7741342
3776,+,4459,8235
3926,*,6453,25334478
8368,*,7004,58609472
5142,*,2986,15354012
2357,+,905,3262
3860,+,1877,5737
1405,+,7222,8627
6450,+,7892,14342
9827,-,2003,7824
6475,+,4885,11360
3748,-,6713,-2965
7972,-,7826,146
1466,*,4169,6111754
4645,-,4128,517
5516,+,4281,9797
7574,+,4353,11927
3149,+,6400,9549
4153,-,6068,-1915
7189,+,2237,9426
7723,+,3515,11238
6583,+,3943,10526
3702,*,8841,32729382
6856,*,1490,10215440
6570,*,9118,59905260
506,*,973,492338
4882,-,8331,-3449
4480,*,6645,29769600
8054,+,9475,17529
3804,-,5903,-2099
6120,-,6794,-674
8572,*,4510,38659720
1527,+,7961,9488
3521,-,7116,-3595
9092,*,9033,82128036
9926,-,4861,5065
3689,-,4143,-454
7287,+,6502,13789
1595,-,3162,-1567
2930,-,4149,-1219
3857,*,1722,6641754
4062,+,837,4899
1999,*,6999,13991001
7758,*,8849,68650542
7888,-,9785,-1897
2078,*,8967,18633426
4523,*,7464,33759672
5996,-,6735,-739
8045,-,9829,-1784
2509,*,6497,16300973
2870,+,1363,4233
7615,+,7315,14930
183,-,7273,-7090
688,+,8775,9463
7390,+,7312,14702
6962,+,5563,12525
4562,*,490,2235380
3898,*,2328,9074544
2588,*,7722,19984536
8932,*,3152,28153664
5021,-,4621,400
7486,*,4365,32676390
5372,-,3940,1432
9803,+,3193,12996
6322,-,1681,4641
8008,+,9534,17542
3049,-,5421,-2372
5801,*,4334,25141534
8726,*,2176,18987776
4798,*,1351,6482098
2578,+,5935,8513
3948,*,7288,28773024
4670,+,9099,13769
3470,*,103,357410
8928,+,1051,9979
9402,-,6874,2528
8899,-,2195,6704
951,*,621,590571
4952,+,167,5119
5349,*,9788,52356012
8728,*,4292,37460576
1271,*,5996,7620916
6014,+,1436,7450
6100,*,4717,28773700
8536,+,4752,13288
602,*,9066,5457732
3603,*,2846,10254138
1736,+,1091,2827
7210,-,5715,1495
7413,+,2714,10127
1151,*,8751,10072401
7719,*,4872,37606968
8135,+,9851,17986
2768,*,1858,5142944
9159,+,1960,11119
4128,*,2826,11665728
6266,*,9123,57164718
4332,*,402,1741464
4368,*,6048,26417664
9190,+,3355,12545
1828,+,8464,10292
9737,*,3103,30213911
1010,-,5057,-4047
3498,+,3212,6710
862,*,1567,1350754
5170,*,1736,8975120
6515,-,1450,5065
9427,+,4039,13466
6731,-,513,6218
4272,*,2174,9287328
4736,*,9218,43656448
6550,+,7199,13749
1153,+,7006,8159
3999,-,7487,-3488
805,+,1287,2092
7749,*,8180,63386820
8025,*,2192,17590800
2256,+,3447,5703
8133,-,1683,6450
5212,*,1590,8287080
2514,+,2116,4630
226,+,4435,4661
2653,-,5154,-2501
9993,+,8444,18437
6450,-,7745,-1295
1300,*,6716,8730800
8355,+,2673,11028
8067,+,8983,17050
376,-,296,80
9215,-,1253,7962
2756,*,2253,6209268
8487,+,717,9204
736,-,5558,-4822
5316,-,4670,646
7247,*,6783,49156401
7436,*,1643,12217348
9678,-,8227,1451
1634,-,8515,-6881
3610,-,601,3009
3943,-,9163,-5220
1562,-,7712,-6150
3104,-,7389,-4285
663,*,4683,3104829
3034,-,3486,-452
9077,*,8142,73904934
1007,*,1152,1160064
1012,+,1182,2194
1013,-,2679,-1666
1013,+,7163,8176
1018,*,5948,6055064
1028,*,1125,1156500
1047,-,5390,-4343
1057,-,134,923
1073,-,2379,-1306
1077,*,5543,5969811
1096,+,1736,2832
1107,+,9206,10313
1118,-,7143,-6025
1128,-,6416,-5288
1132,-,64,1068
1159,-,972,187
1163,+,9562,10725
1170,*,1018,1191060
1170,+,3809,4979
1177,+,4836,6013
118,*,544,64192
1185,+,1403,2588
1187,-,141,1046
1197,*,582,696654
120,-,3510,-3390
1204,-,7796,-6592
1239,*,2936,3637704
1244,+,8421,9665
1257,-,8210,-6953
1278,+,4773,6051
1279,+,5757,7036
1284,-,9246,-7962
1291,-,759,532
1293,*,8434,10905162
1297,+,2989,4286
1306,+,8377,9683
1318,*,6157,8114926
132,-,1206,-1074
1326,*,216,286416
1327,+,6088,7415
1335,-,682,653
1344,*,8909,11973696
1380,+,9006,10386
1388,-,6896,-5508
1390,+,8887,10277
1393,*,4542,6327006
1393,*,7282,10143826
1403,+,8953,10356
142,*,5786,821612
1421,+,2989,4410
1430,-,8196,-6766
1439,*,3072,4420608
1465,*,539,789635
1487,+,6480,7967
151,+,6862,7013
153,-,6339,-6186
1550,-,4941,-3391
1566,-,9848,-8282
1567,*,9662,15140354
1574,+,6416,7990
1576,-,8331,-6755
1579,-,703,876
1580,+,5070,6650
1609,-,3585,-1976
1617,+,6318,7935
1624,-,6507,-4883
163,-,7924,-7761
1638,-,2248,-610
164,+,9578,9742
1659,+,595,2254
1661,*,3449,5728789
1663,+,6646,8309
1673,+,782,2455
1682,-,5897,-4215
1688,+,524,2212
1706,+,67,1773
1717,*,5438,9337046
1719,+,3347,5066
1752,*,3022,5294544
1756,*,4555,7998580
1763,-,9832,-8069
1786,*,8948,15981128
1792,+,394,2186
1811,*,4664,8446504
1818,*,9865,17934570
1831,*,2498,4573838
1847,+,477,2324
1859,+,1948,3807
1863,-,6644,-4781
1865,-,56,1809
1866,+,8017,9883
1867,+,5430,7297
1877,-,9256,-7379
1887,-,8321,-6434
1890,-,9952,-8062
1918,+,2599,4517
1919,-,9945,-8026
1919,*,3007,5770433
1923,*,4682,9003486
1931,-,4377,-2446
1937,-,984,953
1945,+,2808,4753
1948,-,4665,-2717
1967,*,647,1272649
1967,+,5858,7825
1977,*,6130,12119010
1989,-,7110,-5121
2004,+,1986,3990
2015,-,5928,-3913
2015,*,7327,14763905
2056,-,494,1562
2056,+,4077,6133
2064,*,6675,13777200
2070,+,165,2235
2075,-,6504,-4429
2083,*,3065,6384395
2103,*,185,389055
2105,-,4855,-2750
2115,+,2834,4949
2120,+,6954,9074
2125,*,3026,6430250
2125,+,5741,7866
2126,*,6598,14027348
2141,-,4256,-2115
2159,*,4856,10484104
218,-,9474,-9256
2184,+,3684,5868
2227,+,5369,7596
2230,+,9327,11557
2233,+,5485,7718
2256,*,6075,13705200
2261,-,5873,-3612
2269,*,356,807764
23,-,6207,-6184
2300,*,377,867100
2307,-,5038,-2731
231,-,3188,-2957
2310,*,2924,6754440
2334,-,7359,-5025
2338,-,5642,-3304
2347,+,4556,6903
235,+,8398,8633
2361,*,6652,15705372
2367,-,1834,533
237,+,2668,2905
2374,-,6668,-4294
2376,+,6182,8558
2380,+,242,2622
2395,-,4632,-2237
2395,*,8264,19792280
2400,-,7013,-4613
2400,+,343,2743
2406,*,2993,7201158
2411,*,3397,8190167
2425,+,2868,5293
2433,-,4568,-2135
2434,-,9203,-6769
2440,+,470,2910
2444,+,2888,5332
2448,-,4142,-1694
2455,*,5440,13355200
246,-,7026,-6780
2483,-,1029,1454
249,*,5893,1467357
2496,+,5543,8039
2497,-,623,1874
2497,+,2238,4735
2504,-,7438,-4934
2518,-,9841,-7323
2534,+,2604,5138
2547,+,4625,7172
2549,*,1882,4797218
2555,-,57,2498
256,*,1641,420096
2563,+,9654,12217
2565,-,1845,720
2565,*,4416,11327040
2569,*,1449,3722481
2570,*,7029,18064530
2596,-,2785,-189
2608,+,4902,7510
2617,-,4202,-1585
2630,-,5502,-2872
2640,+,4807,7447
2646,*,3788,10023048
2680,*,3747,10041960
2684,+,6564,9248
2696,-,9893,-7197
2699,+,4470,7169
2720,+,2003,4723
2726,+,1851,4577
2736,+,7579,10315
274,+,107,381
2740,-,4365,-1625
2748,-,4384,-1636
2757,-,8974,-6217
2767,*,7290,20171430
277,-,3070,-2793
2775,-,6651,-3876
2783,-,9629,-6846
2785,-,8008,-5223
2805,-,6898,-4093
281,+,6463,6744
2815,*,7602,21399630
2819,+,842,3661
2835,+,5886,8721
2836,+,5412,8248
2868,-,4139,-1271
287,+,7572,7859
2893,+,469,3362
2910,-,4968,-2058
2931,-,8191,-5260
2933,*,1890,5543370
2940,-,695,2245
2942,-,2521,421
2943,*,8932,26286876
2949,-,360,2589
2950,+,7301,10251
296,-,5954,-5658
2972,*,6477,19249644
2977,-,8119,-5142
2990,*,5877,17572230
2993,+,4375,7368
3000,+,2653,5653
3006,-,554,2452
3013,+,6749,9762
3015,+,2834,5849
3021,+,1915,4936
3027,*,8815,26683005
303,-,6035,-5732
303,+,5787,6090
3036,*,1243,3773748
3038,+,8110,11148
3050,-,7798,-4748
3054,+,8240,11294
3065,+,2887,5952
3086,-,8119,-5033
3094,*,8750,27072500
3097,-,8768,-5671
3128,*,244,763232
3134,+,5831,8965
3141,+,442,3583
3147,*,7565,23807055
3151,-,3475,-324
3153,+,7384,10537
3158,+,6914,10072
3171,-,8897,-5726
3186,*,7656,24392016
3205,-,8045,-4840
3214,-,6138,-2924
3226,+,6987,10213
3236,-,9133,-5897
3241,+,1059,4300
3242,*,6032,19555744
3248,*,3525,11449200
3262,-,1055,2207
3264,-,2728,536
3276,-,6900,-3624
3278,*,2090,6851020
3285,+,4322,7607
3294,+,2972,6266
3305,*,3024,9994320
3311,-,43,3268
3312,*,4594,15215328
3323,-,4749,-1426
3328,*,2912,9691136
3334,-,3322,12
3342,*,7076,23647992
3351,-,9584,-6233
3364,+,1805,5169
3377,-,890,2487
3380,+,9794,13174
3387,+,2605,5992
3390,+,4844,8234
3401,*,5205,17702205
3407,*,475,1618325
3418,-,7201,-3783
3421,*,3594,12295074
3434,*,9327,32028918
3478,+,5940,9418
3486,*,4594,16014684
3488,-,8343,-4855
3488,+,331,3819
3506,*,4959,17386254
3511,-,3064,447
3518,-,6621,-3103
3519,-,4030,-511
3540,*,5886,20836440
3541,*,5774,20445734
355,-,6004,-5649
355,*,3686,1308530
356,-,4498,-4142
3560,+,9667,13227
3563,+,7776,11339
3564,*,2967,10574388
3584,*,487,1745408
3589,-,4158,-569
3591,*,6966,25014906
3593,+,2207,5800
3597,-,9600,-6003
3597,+,167,3764
3617,-,403,3214
362,*,5653,2046386
3622,+,6270,9892
3635,+,7665,11300
3649,*,309,1127541
3654,-,1269,2385
3668,-,3656,12
3672,*,5391,19795752
3710,+,7116,10826
3715,*,1171,4350265
3722,*,6483,24129726
3728,+,3867,7595
375,*,2116,793500
3759,-,2275,1484
3759,-,8051,-4292
3773,+,390,4163
3789,+,4665,8454
3796,-,3187,609
3796,+,3373,7169
38,*,535,20330
3809,*,5880,22396920
3816,*,8820,33657120
3817,+,4203,8020
3828,-,4748,-920
3837,+,1407,5244
3849,-,9007,-5158
3854,+,4818,8672
3874,+,1406,5280
3877,*,6034,23393818
3878,+,1185,5063
3885,-,1963,1922
3904,*,4256,16615424
3904,+,4244,8148
3916,-,4122,-206
3953,-,699,3254
3958,*,2283,9036114
4005,-,4747,-742
4010,-,7062,-3052
4014,-,4667,-653
402,-,2188,-1786
403,-,7823,-7420
403,+,4954,5357
404,*,8398,3392792
4045,*,3077,12446465
4065,*,3670,14918550
407,*,1067,434269
4078,*,6811,27775258
4089,+,527,4616
4095,-,6184,-2089
4105,-,8189,-4084
4107,*,7723,31718361
4114,*,166,682924
4146,-,5934,-1788
4158,+,4136,8294
4168,+,881,5049
4188,*,6542,27397896
4194,-,7217,-3023
4198,-,2790,1408
4199,-,2221,1978
4203,-,3159,1044
4210,+,3180,7390
4213,-,5223,-1010
4217,-,3738,479
4219,-,3598,621
4234,+,447,4681
4238,*,664,2814032
4248,-,6404,-2156
4259,+,4589,8848
4263,*,6166,26285658
4265,+,3398,7663
427,-,3157,-2730
4273,+,9231,13504
4274,+,9957,14231
4291,-,5856,-1565
4292,-,9144,-4852
4298,+,5942,10240
4301,-,8806,-4505
4315,+,736,5051
4345,-,9981,-5636
4346,+,8050,12396
4354,-,5398,-1044
4354,*,2246,9779084
4359,*,1934,8430306
4373,*,8571,37480983
4377,+,5040,9417
4402,-,9561,-5159
4406,*,7466,32895196
4409,*,2018,8897362
4422,*,1917,8476974
4425,-,4814,-389
4427,-,6652,-2225
443,-,6871,-6428
4432,-,5679,-1247
4432,-,9501,-5069
4436,*,7153,31730708
4454,-,7871,-3417
4458,*,7108,31687464
4463,+,7005,11468
4472,+,1590,6062
4477,-,9719,-5242
4479,*,9957,44597403
4487,*,7104,31875648
4503,-,8176,-3673
4506,*,516,2325096
4520,*,7520,33990400
4527,*,1250,5658750
4527,+,8898,13425
454,+,394,848
4556,-,5072,-516
4571,-,2796,1775
4584,-,930,3654
4597,*,8209,37736773
4598,+,4360,8958
4617,+,2179,6796
4618,*,428,1976504
4623,+,6292,10915
4637,*,1697,7868989
464,-,4551,-4087
4664,-,2829,1835
4677,*,4451,20817327
4690,*,2714,12728660
470,-,7195,-6725
470,*,1419,666930
4703,+,9266,13969
4714,+,9883,14597
4715,+,5510,10225
4730,+,6696,11426
4744,-,8507,-3763
4748,-,2846,1902
4751,+,9670,14421
4752,-,8159,-3407
4760,+,6002,10762
4767,+,7603,12370
4768,*,1539,7337952
4799,+,3141,7940
4802,*,9978,47914356
4808,+,6381,11189
4817,+,1392,6209
4835,-,3590,1245
4838,-,6103,-1265
4839,*,8567,41455713
4868,*,8439,41081052
4881,-,8220,-3339
4933,+,3554,8487
4949,*,6948,34385652
4957,+,7911,12868
496,*,5204,2581184
497,-,1501,-1004
4971,-,4268,703
4975,-,9154,-4179
4984,+,3220,8204
4990,-,228,4762
4994,-,1631,3363
4996,-,6548,-1552
4997,*,4645,23211065
4999,+,4315,9314
5003,+,133,5136
5008,-,339,4669
5013,+,7578,12591
5018,*,5967,29942406
5037,+,5761,10798
5050,-,5184,-134
5050,*,9167,46293350
5053,-,8622,-3569
5053,+,7870,12923
5058,*,7268,36761544
506,-,1164,-658
5065,*,6254,31676510
5099,+,5698,10797
5149,+,4890,10039
516,*,6878,3549048
5170,*,6326,32705420
5186,*,4223,21900478
5194,*,2436,12652584
5202,-,265,4937
5210,-,6114,-904
5236,-,6340,-1104
5236,+,4591,9827
5239,+,2049,7288
5254,+,9923,15177
526,-,7008,-6482
5260,-,6686,-1426
5268,+,2986,8254
5283,-,4836,447
5307,-,6507,-1200
5310,-,7282,-1972
5324,-,3719,1605
5350,+,2884,8234
5350,+,3132,8482
5354,+,2401,7755
536,*,559,299624
5363,+,554,5917
5391,*,4687,25267617
5394,+,6770,12164
5416,-,9654,-4238
5430,*,7996,43418280
544,*,214,116416
5457,-,5057,400
5470,*,6924,37874280
5477,+,7105,12582
5496,*,2703,14855688
5504,-,3109,2395
5508,*,8617,47462436
5525,*,8897,49155925
5531,+,937,6468
5548,-,2252,3296
5549,+,2334,7883
5553,+,1311,6864
5563,-,1626,3937
5570,*,5087,28334590
5571,+,4791,10362
5583,-,2640,2943
5585,-,1976,3609
5585,+,4187,9772
5588,*,4570,25537160
5597,+,4268,9865
5598,*,710,3974580
56,-,4366,-4310
5600,*,6072,34003200
5625,-,1052,4573
563,+,3100,3663
5631,-,4597,1034
5632,-,7629,-1997
5636,-,9173,-3537
5644,+,6994,12638
5646,-,2568,3078
5651,-,5614,37
5656,+,6954,12610
566,-,2123,-1557
5700,-,129,5571
5702,-,9203,-3501
5713,+,6125,11838
5731,*,3677,21072887
5732,*,4089,23438148
5735,*,8582,49217770
5764,-,5273,491
5781,*,591,3416571
5783,*,7224,41776392
5790,-,9945,-4155
5797,+,2174,7971
580,*,9421,5464180
582,+,9766,10348
5822,+,951,6773
5824,+,8260,14084
5830,+,6489,12319
5848,-,9876,-4028
5848,*,1866,10912368
5850,-,5260,590
5853,*,9129,53432037
5865,-,6436,-571
5873,-,7355,-1482
588,+,4311,4899
5903,*,5608,33104024
5915,*,6612,39109980
5916,-,3879,2037
5919,*,4985,29506215
5928,+,2295,8223
593,+,8048,8641
5931,+,9063,14994
5936,-,7530,-1594
5989,+,2785,8774
6001,+,5754,11755
6011,-,5488,523
6012,+,3993,10005
6013,-,1833,4180
6055,-,1850,4205
6078,*,4081,24804318
608,-,5985,-5377
6093,+,2029,8122
6096,-,1142,4954
6099,+,2534,8633
6115,+,8099,14214
6135,+,7570,13705
614,*,7231,4439834
6152,-,8597,-2445
6154,*,7628,46942712
6165,-,5618,547
6184,+,9531,15715
6185,-,7802,-1617
6186,-,1701,4485
619,*,8043,4978617
6190,+,2196,8386
6190,+,9800,15990
6212,*,4089,25400868
6214,+,5450,11664
6228,+,1959,8187
6246,-,5490,756
6251,*,6569,41062819
6251,+,8851,15102
6268,*,3677,23047436
6268,+,5597,11865
6297,-,6764,-467
6311,-,65,6246
6325,+,6202,12527
6329,+,6950,13279
6359,+,9150,15509
6362,+,4900,11262
6362,+,7105,13467
6374,-,3080,3294
6377,*,4932,31451364
6385,-,1725,4660
6391,*,9656,61711496
6404,+,1864,8268
6416,+,4881,11297
6457,-,7259,-802
6457,+,8396,14853
6459,*,7425,47958075
6461,+,6706,13167
6495,-,1953,4542
6498,+,5800,12298
6509,-,1276,5233
6509,-,562,5947
6513,-,8959,-2446
6515,+,351,6866
6526,-,4830,1696
6527,*,5690,37138630
6529,-,5852,677
6531,*,6441,42066171
6536,+,2557,9093
6551,+,7379,13930
6578,+,892,7470
659,*,2635,1736465
6595,+,2875,9470
6597,+,5128,11725
6613,+,7989,14602
6623,+,8841,15464
6630,*,8739,57939570
6634,-,8811,-2177
6635,-,7131,-496
664,+,3807,4471
6651,-,7178,-527
6653,+,9750,16403
668,+,7617,8285
6683,-,7216,-533
6688,-,9744,-3056
6696,*,9830,65821680
6704,+,1181,7885
6711,*,3577,24005247
6719,+,8888,15607
6734,*,8979,60464586
6742,-,8312,-1570
6742,+,6520,13262
6744,*,7826,52778544
6747,+,6682,13429
6749,+,4468,11217
6772,*,4797,32485284
6772,+,2599,9371
6789,*,5693,38649777
6794,-,3727,3067
6802,+,4530,11332
6803,+,8770,15573
6804,+,2588,9392
6805,-,8023,-1218
6815,*,5863,39956345
6839,+,5913,12752
6841,*,7787,53270867
6844,-,1937,4907
687,*,3293,2262291
6883,-,4327,2556
6884,*,3525,24266100
6896,-,4463,2433
6896,+,8396,15292
6909,+,9934,16843
6915,+,6856,13771
6927,*,4379,30333333
6938,+,9164,16102
6954,-,1079,5875
6980,-,1663,5317
7002,-,6565,437
7004,*,3158,22118632
7007,*,5385,37732695
7007,+,6742,13749
7008,*,4601,32243808
7008,*,7600,53260800
7028,*,3414,23993592
7029,*,7005,49238145
7038,*,951,6693138
7046,-,5405,1641
7094,*,390,2766660
7095,*,7386,52403670
7104,*,2424,17220096
7113,-,8518,-1405
7114,+,5243,12357
7116,+,9660,16776
7123,-,6755,368
7137,-,894,6243
714,*,2502,1786428
7143,+,5959,13102
7186,+,1564,8750
7213,-,4670,2543
7229,-,3481,3748
725,*,9902,7178950
7258,-,5269,1989
7266,*,6179,44896614
7269,*,2771,20142399
7275,-,6201,1074
7281,*,1823,13273263
7281,*,8054,58641174
7286,*,8397,61180542
7293,*,9843,71784999
73,-,4697,-4624
7300,+,523,7823
7308,-,7412,-104
7310,-,6783,527
7312,-,8444,-1132
7319,*,8280,60601320
7329,-,4400,2929
733,*,5135,3763955
7352,*,7662,56331024
7385,-,280,7105
7386,+,1801,9187
7401,+,2233,9634
7407,+,3727,11134
7409,+,8883,16292
7411,+,3686,11097
7414,*,6244,46293016
7420,+,3540,10960
7439,*,3679,27368081
7449,*,3660,27263340
7459,+,6967,14426
7475,+,5029,12504
7476,*,105,784980
7476,*,2252,16835952
7485,+,5585,13070
7488,-,8682,-1194
7500,-,4795,2705
7520,-,3168,4352
7526,+,4190,11716
7541,-,5045,2496
7554,+,9617,17171
7572,-,7541,31
7605,*,1897,14426685
7611,+,188,7799
7623,-,5006,2617
764,+,3026,3790
7647,*,2494,19071618
7666,*,8622,66096252
7677,*,198,1520046
7690,-,8427,-737
7696,*,896,6895616
770,+,4762,5532
7720,-,5632,2088
7732,*,1554,12015528
774,+,9746,10520
7740,-,2947,4793
7749,*,5197,40271553
7751,-,4319,3432
7754,*,9922,76935188
7755,-,8645,-890
7782,-,508,7274
7784,*,7827,60925368
7794,+,7980,15774
7805,-,4999,2806
7805,+,940,8745
7811,+,9158,16969
7818,+,7509,15327
7821,-,4753,3068
7829,+,740,8569
7831,+,5306,13137
7843,+,7421,15264
7845,+,4068,11913
7848,+,171,8019
7850,-,1807,6043
7857,*,6341,49821237
7869,*,7668,60339492
7869,*,817,6428973
7871,+,7716,15587
7876,-,2499,5377
7879,*,5164,40687156
7888,*,9476,74746688
79,-,4199,-4120
790,-,4458,-3668
7915,*,8979,71068785
7922,+,7510,15432
7930,-,3508,4422
7936,-,737,7199
7937,*,8697,69028089
7948,*,3954,31426392
7959,*,7762,61777758
7971,*,2983,23777493
7979,*,4573,36487967
